Cost,Emissions
1777.112238904,1161.0249431345997
1767.2032134519998,1143.4654814269995
1757.2942046999997,1131.5432921171996
1747.3851677999996,1128.6648806729995
1737.4761309,1125.7864692287997
1727.56710235,1122.9080577845996
1717.6580654499999,1120.0296463403995
1707.7490368999997,1117.1512348961996
1787.0212800000002,33132.99999999999
1697.8399999999997,1114.2728234519996
