Cost,Emissions
1692.055539456,1099.8251713957995
1681.60857185,1076.8695352169996
1671.1616483500002,1073.8348697141996
1660.7147165000001,1070.8002038215996
1650.2677518500002,1067.7655383187996
1639.8208200000001,1064.7308724261995
1629.3738965,1061.6962069233996
1618.92693185,1058.6615412256995
1702.5024753931998,20559.489266272194
1608.4800000000002,1055.6268755279996
