Cost,Emissions
1596.9193732400001,1026.7523337227997
1576.0244329,980.8224351619997
1555.12953385,974.7528008919996
1534.234602,968.6831677913997
1513.33970295,962.6135346907996
1492.4447710999998,956.5439019799996
1471.5498309,950.4742688793997
1450.6549318500001,944.4046361685996
1617.8142944126002,7960.781191647598
1429.76,938.3350030679997
